Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D
11/12/2021,N,Hartford,AE,Campbell,N,"L, 68-67",104.9,106.3
11/12/2021,N,East Carolina,Amer,Canisius,H,"W, 83-71",106.7,96.4
11/12/2021,N,Butler,BE,Central Arkansas,H,"W, 85-53",110.6,91.4
11/12/2021,N,Mississippi,SEC,Charleston Southern,H,"W, 93-68",105.9,100.3
11/12/2021,N,USC Upstate,BSth,Charlotte,A,"L, 76-64",91.6,114.4
11/12/2021,N,SIU Edwardsville,OVC,Chicago St.,A,"L, 67-56",80.6,105.4
11/12/2021,N,Wofford,SC,Clemson,A,"L, 76-68",100.6,98.9
11/12/2021,N,Lipscomb,ASun,College of Charlesto,A,"L, 86-77",95.6,99.3
11/12/2021,N,Arkansas Pine Bluff,SWAC,Colorado St.,A,"L, 91-71",101.1,111.6
11/12/2021,N,Marist,MAAC,Columbia,A,"W, 82-67",115,117.9
11/12/2021,N,Rider,MAAC,Coppin St.,H,"W, 81-69",115.4,119.2
11/12/2021,N,Lafayette,Pat,Cornell,H,"L, 90-85",105.7,118.9
11/12/2021,N,Army,Pat,Duke,A,"L, 82-56",81.7,83.3
11/12/2021,N,Canisius,MAAC,East Carolina,A,"L, 83-71",90.9,110.2
11/12/2021,N,Appalachian St.,SB,East Tennessee St.,H,"W, 69-67",102.4,104.2
11/12/2021,N,Saint Louis,A10,Eastern Illinois,H,"W, 86-44",111.5,81.7
11/12/2021,N,Illinois St.,MVC,Eastern Michigan,A,"L, 103-98",102.5,113.8
11/12/2021,N,UC Davis,BW,Eastern Washington,H,"W, 84-76",100.1,88.6
11/12/2021,N,Manhattan,MAAC,Fordham,H,"W, 66-60",88.9,91.8
11/12/2021,N,LIU Brooklyn,NEC,Fresno St.,A,"L, 84-60",89.1,106.4
11/12/2021,N,Louisville,ACC,Furman,H,"L, 80-72",91.8,90.2
11/12/2021,N,Penn,Ivy,George Mason,A,"L, 87-66",90.5,113.3
11/12/2021,N,Northeastern,CAA,Georgia St.,A,"L, 83-64",106.4,123.1
11/12/2021,N,Stetson,ASun,Georgia Tech,A,"L, 77-52",77,105
11/12/2021,N,Texas Tech,B12,Grambling St.,H,"W, 88-62",114.5,103.1
11/12/2021,N,North Florida,ASun,Grand Canyon,A,"L, 65-51",89.8,101.8
11/12/2021,N,Wisconsin,B10,Green Bay,H,"W, 72-34",102.7,66.9
11/12/2021,N,Campbell,BSth,Hartford,N,"W, 68-67",96.3,106.6
11/12/2021,N,Northwestern,B10,High Point,H,"W, 95-60",127.1,106.5
11/12/2021,N,Boston College,ACC,Holy Cross,H,"W, 85-55",113,90.8
11/12/2021,N,Rice,CUSA,Houston,A,"L, 79-46",83.5,104
11/12/2021,N,Pepperdine,WCC,Idaho St.,H,"W, 65-60",85,90.9
11/12/2021,N,Arkansas St.,SB,Illinois,A,"L, 92-53",83.8,103.6
11/12/2021,N,Eastern Michigan,MAC,Illinois St.,H,"W, 103-98",101.4,105.4
11/12/2021,N,Baylor,B12,Incarnate Word,H,"W, 87-60",101.5,99.5
11/12/2021,N,Northern Illinois,MAC,Indiana,A,"L, 85-49",77.5,106.6
11/12/2021,N,Purdue,B10,Indiana St.,H,"W, 92-67",125.9,96.1
11/12/2021,N,UMKC,Sum,Iowa,A,"L, 89-57",89.1,97.9
11/12/2021,N,Oregon St.,P12,Iowa St.,A,"L, 60-50",80.3,83.6
11/12/2021,N,Louisiana Tech,CUSA,Jackson St.,H,"W, 70-68",97.1,100.5
11/12/2021,N,Tarleton St.,WAC,Kansas,A,"L, 88-62",112.1,107.9
11/12/2021,N,Xavier,BE,Kent St.,H,"W, 73-59",104.4,95.6
11/12/2021,N,Robert Morris,Horz,Kentucky,A,"L, 100-60",98.3,112.1
11/12/2021,N,Cornell,Ivy,Lafayette,A,"W, 90-85",110.3,113.3
11/12/2021,N,College of Charlesto,CAA,Lipscomb,H,"W, 86-77",96.2,95.5
11/12/2021,N,Fresno St.,MWC,LIU Brooklyn,H,"W, 84-60",106.5,84.2
11/12/2021,N,Southern Miss,CUSA,Louisiana Lafayette,H,"L, 66-45",63.6,82.1
11/12/2021,N,Auburn,SEC,Louisiana Monroe,H,"W, 93-65",107.2,97.3
11/12/2021,N,Jackson St.,SWAC,Louisiana Tech,A,"L, 70-68",95.8,95.4
11/12/2021,N,Furman,SC,Louisville,A,"W, 80-72",104.3,91.2
11/12/2021,N,South Carolina St.,MEAC,Loyola MD,N,"L, 75-65",88.8,107.1
11/12/2021,N,Texas St.,SB,LSU,A,"L, 84-59",113.9,111.5
11/12/2021,N,Fordham,A10,Manhattan,A,"L, 66-60",79.2,84.2
11/12/2021,N,Columbia,Ivy,Marist,H,"L, 82-67",104,132.4
11/12/2021,N,New Hampshire,AE,Marquette,A,"L, 75-70",108.5,98.7
11/12/2021,N,Wright St.,Horz,Marshall,A,"L, 96-88",99.1,107.3
11/12/2021,N,Yale,Ivy,Massachusetts,H,"W, 91-71",107.1,89.8
11/12/2021,N,Western Michigan,MAC,Michigan St.,A,"L, 90-46",78.1,106.1
11/12/2021,N,Bethune Cookman,SWAC,Middle Tennessee,A,"L, 71-51",88,105.8
11/12/2021,N,Western Kentucky,CUSA,Minnesota,N,"L, 73-69",95.7,104.6
11/12/2021,N,Charleston Southern,BSth,Mississippi,A,"L, 93-68",94.1,111.1
11/12/2021,N,UAB,CUSA,Morehead St.,H,"W, 85-71",128.9,96.7
11/12/2021,N,Virginia Tech,ACC,Navy,A,"W, 77-57",132.4,95.2
11/12/2021,N,Sam Houston St.,WAC,Nebraska,A,"L, 74-65",95.1,92.8
11/12/2021,N,San Diego,WCC,Nevada,A,"W, 75-68",113.3,94.1
11/12/2021,N,Marquette,BE,New Hampshire,H,"W, 75-70",97.7,102.1
11/12/2021,N,Ohio St.,B10,Niagara,H,"W, 84-74",118.6,113.9
11/12/2021,N,Brown,Ivy,North Carolina,A,"L, 94-87",139.5,114.7
11/12/2021,N,Cal Poly,BW,North Dakota St.,H,"L, 60-57",90.9,97.8
11/12/2021,N,Grand Canyon,WAC,North Florida,H,"W, 65-51",101.5,89.5
11/12/2021,N,Georgia St.,SB,Northeastern,H,"W, 83-64",122.9,107.9
11/12/2021,N,Indiana,B10,Northern Illinois,H,"W, 85-49",110.9,76.8
11/12/2021,N,UNC Greensboro,SC,Northern Kentucky,A,"W, 70-69",98.5,95.1
11/12/2021,N,High Point,BSth,Northwestern,A,"L, 95-60",108.8,125
11/12/2021,N,Oklahoma St.,B12,Oakland,H,"L, 56-55",79.9,83.2
11/12/2021,N,Niagara,MAAC,Ohio St.,A,"L, 84-74",113.8,104.6
11/12/2021,N,UTSA,CUSA,Oklahoma,A,"L, 96-44",75.9,111.7
11/12/2021,N,Oakland,Horz,Oklahoma St.,A,"W, 56-55",96.9,80.2
11/12/2021,N,SMU,Amer,Oregon,A,"L, 86-63",92.2,113.7
11/12/2021,N,Iowa St.,B12,Oregon St.,H,"W, 60-50",77.8,67.4
11/12/2021,N,George Mason,A10,Penn,H,"W, 87-66",108.2,86.2
11/12/2021,N,Idaho St.,BSky,Pepperdine,A,"L, 65-60",81.4,96
11/12/2021,N,West Virginia,B12,Pittsburgh,H,"W, 74-59",108.1,89.7
11/12/2021,N,VMI,SC,Presbyterian,A,"L, 73-72",103.5,114.3
11/12/2021,N,South Carolina,SEC,Princeton,N,"L, 66-62",89.7,88.7
11/12/2021,N,Indiana St.,MVC,Purdue,A,"L, 92-67",97.2,105.2
11/12/2021,N,Virginia,ACC,Radford,H,"W, 73-52",118,92.7
11/12/2021,N,Bryant,NEC,Rhode Island,A,"L, 83-64",99.5,108.1
11/12/2021,N,Houston,Amer,Rice,H,"W, 79-46",110.1,71.1
11/12/2021,N,Utah St.,MWC,Richmond,N,"W, 85-74",129.5,112.8
11/12/2021,N,Coppin St.,MEAC,Rider,A,"L, 81-69",104,120.8
11/12/2021,N,Kentucky,SEC,Robert Morris,H,"W, 100-60",118.9,94.6
11/12/2021,N,Eastern Illinois,OVC,Saint Louis,A,"L, 86-44",70.1,111.4
11/12/2021,N,Texas Southern,SWAC,Saint Mary's,A,"L, 67-58",101.9,90.1
11/12/2021,N,Nebraska,B10,Sam Houston St.,H,"W, 74-65",102,96.4
11/12/2021,N,Nevada,MWC,San Diego,H,"L, 75-68",99.5,120
11/12/2021,N,BYU,WCC,San Diego St.,H,"W, 66-60",112.9,92.1
11/12/2021,N,Stanford,P12,Santa Clara,A,"L, 88-72",99.6,113.6
11/12/2021,N,Washington St.,P12,Seattle,H,"W, 79-61",123.7,100.3
11/12/2021,N,Chicago St.,WAC,SIU Edwardsville,H,"W, 67-56",96.9,96.7
11/12/2021,N,Oregon,P12,SMU,H,"W, 86-63",130.7,84.3
11/12/2021,N,Princeton,Ivy,South Carolina,N,"W, 66-62",105,94.9
11/12/2021,N,Loyola MD,Pat,South Carolina St.,N,"W, 75-65",95.8,100.6
11/12/2021,N,Alabama,SEC,South Dakota St.,H,"W, 104-88",123.7,101.3
11/12/2021,N,Austin Peay,OVC,Southern Illinois,A,"L, 73-55",99.2,111.4
11/12/2021,N,Louisiana Lafayette,SB,Southern Miss,A,"W, 66-45",75.1,68.1
11/12/2021,N,Utah Tech,WAC,Southern Utah,H,"W, 83-76",106.4,97.4
11/12/2021,N,Santa Clara,WCC,Stanford,H,"W, 88-72",127.3,96.6
11/12/2021,N,Georgia Tech,ACC,Stetson,H,"W, 77-52",97.4,78.3
11/12/2021,N,Kansas,B12,Tarleton St.,H,"W, 88-62",127.3,103.1
11/12/2021,N,Abilene Christian,WAC,Texas A&M,A,"L, 81-80",111.4,96
11/12/2021,N,LSU,SEC,Texas St.,H,"W, 84-59",116.6,96.9
11/12/2021,N,Grambling St.,SWAC,Texas Tech,A,"L, 88-62",111.3,110.3
11/12/2021,N,Morehead St.,OVC,UAB,A,"L, 85-71",100.3,113.2
11/12/2021,N,Eastern Washington,BSky,UC Davis,A,"L, 84-76",90.6,111.3
11/12/2021,N,Villanova,BE,UCLA,A,"L, 86-77",122.1,99.7
11/12/2021,N,Iowa,B10,UMKC,H,"W, 89-57",115.1,86.2
11/12/2021,N,Northern Kentucky,Horz,UNC Greensboro,H,"L, 70-69",94.7,100
11/12/2021,N,Charlotte,CUSA,USC Upstate,H,"W, 76-64",109.7,96.2
11/12/2021,N,Arizona,P12,UT Rio Grande Valley,H,"W, 104-50",110.2,73.4
11/12/2021,N,Richmond,A10,Utah St.,N,"L, 85-74",125.1,117.5
11/12/2021,N,Southern Utah,BSky,Utah Tech,A,"L, 83-76",99.4,119.6
11/12/2021,N,Oklahoma,B12,UTSA,H,"W, 96-44",115.7,76
11/12/2021,N,UCLA,P12,Villanova,H,"W, 86-77",124.2,96.1
11/12/2021,N,Radford,BSth,Virginia,A,"L, 73-52",92.8,114.1
11/12/2021,N,Navy,Pat,Virginia Tech,H,"L, 77-57",94.2,109.6
11/12/2021,N,Presbyterian,BSth,VMI,H,"W, 73-72",99,98
11/12/2021,N,Western Carolina,SC,Wake Forest,A,"L, 87-75",109,102.9
11/12/2021,N,Seattle,WAC,Washington St.,A,"L, 79-61",106.3,110.7
11/12/2021,N,Pittsburgh,ACC,West Virginia,A,"L, 74-59",92.3,100.6
11/12/2021,N,Wake Forest,ACC,Western Carolina,H,"W, 87-75",103.9,105.4
11/12/2021,N,Minnesota,B10,Western Kentucky,N,"W, 73-69",109.3,91.5
11/12/2021,N,Michigan St.,B10,Western Michigan,H,"W, 90-46",107.4,77.5
11/12/2021,N,American,Pat,William & Mary,A,"W, 74-62",93.5,94.6
11/12/2021,N,Green Bay,Horz,Wisconsin,A,"L, 72-34",66.1,102.2
11/12/2021,N,Clemson,ACC,Wofford,H,"W, 76-68",106.7,93.9
11/12/2021,N,Marshall,CUSA,Wright St.,H,"W, 96-88",101.2,100.2
11/12/2021,N,Kent St.,MAC,Xavier,A,"L, 73-59",100.7,93.3
11/12/2021,N,Massachusetts,A10,Yale,A,"L, 91-71",101.8,121.6
11/13/2021,N,Tulsa,Amer,Air Force,H,"L, 59-58",92.9,102.7
11/13/2021,N,Jacksonville St.,ASun,Alabama A&M,H,"W, 70-47",108.3,84.2
11/13/2021,N,Missouri St.,MVC,Alabama St.,H,"W, 78-60",95.5,88.5
11/13/2021,N,La Salle,A10,Albany,H,"W, 67-64",94.4,94.6
11/13/2021,N,Portland,WCC,Alcorn St.,H,"W, 62-58",89.3,89.9
11/13/2021,N,Gardner Webb,BSth,Arkansas,A,"L, 86-69",113.8,112.7
11/13/2021,N,Hartford,AE,Army,N,"L, 86-79",101.6,128.6
11/13/2021,N,Nebraska Omaha,Sum,Ball St.,A,"L, 73-69",88.2,114.2
11/13/2021,N,Murray St.,OVC,Bellarmine,H,"W, 78-59",104.2,88.7
11/13/2021,N,Evansville,MVC,Belmont,A,"L, 81-43",73.7,107.9
11/13/2021,N,UC Irvine,BW,Boise St.,H,"W, 58-50",93.7,76.1
11/13/2021,N,Howard,MEAC,Bradley,A,"W, 76-64",128.5,92.9
11/13/2021,N,Troy,SB,Butler,A,"L, 70-59",98.9,99.7
11/13/2021,N,Mississippi Valley S,SWAC,Cal Baptist,A,"L, 95-66",86.9,122.3
11/13/2021,N,Notre Dame,ACC,Cal St. Northridge,H,"W, 68-52",100.2,95.9
11/13/2021,N,UNLV,MWC,California,H,"W, 55-52",91.1,87.6
11/13/2021,N,Duke,ACC,Campbell,H,"W, 67-56",108.2,101.2
11/13/2021,N,DePaul,BE,Central Michigan,H,"W, 99-66",110.2,101.8
11/13/2021,N,Georgia,SEC,Cincinnati,A,"L, 73-68",104.4,103
11/13/2021,N,Ohio,MAC,Cleveland St.,A,"W, 67-56",102.3,80.1
11/13/2021,N,North Carolina St.,ACC,Colgate,H,"W, 77-74",120.5,112.7
11/13/2021,N,Loyola MD,Pat,College of Charlesto,A,"L, 79-72",94.2,102.3
11/13/2021,N,New Mexico,MWC,Colorado,A,"L, 87-76",109.2,106.7
11/13/2021,N,Coppin St.,MEAC,Connecticut,A,"L, 89-54",80.9,99.5
11/13/2021,N,Connecticut,BE,Coppin St.,H,"W, 89-54",109,86.4
11/13/2021,N,Georgetown,BE,Dartmouth,H,"L, 69-60",83.5,109.2
11/13/2021,N,San Francisco,WCC,Davidson,N,"W, 65-60",95.7,75.3
11/13/2021,N,UMass Lowell,AE,Dayton,A,"W, 59-58",110.8,86.8
11/13/2021,N,Siena,MAAC,Delaware,H,"L, 83-63",95.6,117.4
11/13/2021,N,Central Michigan,MAC,DePaul,A,"L, 99-66",97,113
11/13/2021,N,Toledo,MAC,Detroit,H,"W, 81-73",107.8,104
11/13/2021,N,Campbell,BSth,Duke,A,"L, 67-56",105.6,90.4
11/13/2021,N,Hofstra,CAA,Duquesne,A,"W, 73-63",108.5,96.4
11/13/2021,N,Milwaukee,Horz,Eastern Kentucky,H,"L, 77-71",87.8,114.1
11/13/2021,N,Belmont,OVC,Evansville,H,"W, 81-43",108.2,78.7
11/13/2021,N,Loyola Chicago,MVC,Florida Gulf Coast,H,"W, 89-77",119.7,104.4
11/13/2021,N,Arkansas,SEC,Gardner Webb,H,"W, 86-69",127.9,106.3
11/13/2021,N,UC San Diego,BW,George Washington,H,"W, 75-55",97.5,77.9
11/13/2021,N,Dartmouth,Ivy,Georgetown,A,"W, 69-60",100.6,80.7
11/13/2021,N,Cincinnati,Amer,Georgia,H,"W, 73-68",98.9,94.6
11/13/2021,N,South Florida,Amer,Georgia Southern,H,"L, 53-41",71.2,99.4
11/13/2021,N,Texas,B12,Gonzaga,A,"L, 86-74",127.6,114.2
11/13/2021,N,Army,Pat,Hartford,N,"W, 86-79",112,107.9
11/13/2021,N,Iona,MAAC,Harvard,H,"W, 90-87",102.3,107.6
11/13/2021,N,Pacific,WCC,Hawaii,A,"L, 73-61",93.7,103.3
11/13/2021,N,Duquesne,A10,Hofstra,H,"L, 73-63",90.8,107.3
11/13/2021,N,Bradley,MVC,Howard,H,"L, 76-64",90.3,124.4
11/13/2021,N,Valparaiso,MVC,Illinois Chicago,H,"L, 74-70",87.4,101
11/13/2021,N,Harvard,Ivy,Iona,A,"L, 90-87",106,96.3
11/13/2021,N,North Carolina A&T,BSth,Jacksonville,A,"L, 63-54",82.9,91.2
11/13/2021,N,Alabama A&M,SWAC,Jacksonville St.,A,"L, 70-47",70.9,104
11/13/2021,N,Old Dominion,CUSA,James Madison,A,"L, 58-53",73.1,83.4
11/13/2021,N,Albany,AE,La Salle,A,"L, 67-64",84.6,98.9
11/13/2021,N,Miami OH,MAC,Lamar,H,"W, 104-75",131.5,115.8
11/13/2021,N,NJIT,AE,Lehigh,A,"W, 73-56",94.9,82.6
11/13/2021,N,South Carolina St.,MEAC,Lipscomb,N,"L, 93-81",106.4,124.6
11/13/2021,N,Florida Gulf Coast,ASun,Loyola Chicago,A,"L, 89-77",118.4,119.1
11/13/2021,N,College of Charlesto,CAA,Loyola MD,H,"W, 79-72",103,101.3
11/13/2021,N,Vermont,AE,Maryland,A,"L, 68-57",97.1,93.3
11/13/2021,N,North Carolina Centr,MEAC,Memphis,A,"L, 90-51",73.7,95
11/13/2021,N,Winthrop,BSth,Mercer,H,"W, 88-85",103.5,106.8
11/13/2021,N,Rutgers,B10,Merrimack,H,"W, 48-35",74.6,74.3
11/13/2021,N,UCF,Amer,Miami FL,A,"W, 95-89",139,103.8
11/13/2021,N,Lamar,WAC,Miami OH,A,"L, 104-75",94.7,140.2
11/13/2021,N,Prairie View A&M,SWAC,Michigan,N,"L, 77-49",70.6,94.4
11/13/2021,N,Eastern Kentucky,ASun,Milwaukee,A,"W, 77-71",106.6,103.7
11/13/2021,N,Montana,BSky,Mississippi St.,A,"L, 86-49",81.3,118.2
11/13/2021,N,Cal Baptist,WAC,Mississippi Valley S,H,"W, 95-66",104.1,95.3
11/13/2021,N,Alabama St.,SWAC,Missouri St.,A,"L, 78-60",83.3,94.7
11/13/2021,N,Towson,CAA,Monmouth,H,"L, 79-71",89,111.8
11/13/2021,N,Mississippi St.,SEC,Montana,H,"W, 86-49",119.7,77.8
11/13/2021,N,Bellarmine,ASun,Murray St.,A,"L, 78-59",99.6,103.5
11/13/2021,N,Ball St.,MAC,Nebraska Omaha,H,"W, 73-69",99.2,98.8
11/13/2021,N,Colorado,P12,New Mexico,H,"W, 87-76",107.8,99.9
11/13/2021,N,UTEP,CUSA,New Mexico St.,A,"L, 77-71",106.4,107.9
11/13/2021,N,Lehigh,Pat,NJIT,H,"L, 73-56",74.9,116.2
11/13/2021,N,Tennessee St.,OVC,Norfolk St.,N,"L, 66-59",72.6,84.8
11/13/2021,N,Jacksonville,ASun,North Carolina A&T,H,"W, 63-54",86.6,85.2
11/13/2021,N,Memphis,Amer,North Carolina Centr,H,"W, 90-51",98.5,72.1
11/13/2021,N,Colgate,Pat,North Carolina St.,A,"L, 77-74",115.4,113.9
11/13/2021,N,Cal St. Northridge,BW,Notre Dame,A,"L, 68-52",92.8,97.9
11/13/2021,N,Cleveland St.,Horz,Ohio,H,"L, 67-56",82.6,103.8
11/13/2021,N,James Madison,CAA,Old Dominion,H,"W, 58-53",83.7,78
11/13/2021,N,Hawaii,BW,Pacific,H,"W, 73-61",99.3,99.4
11/13/2021,N,Alcorn St.,SWAC,Portland,A,"L, 62-58",85.2,89.8
11/13/2021,N,Michigan,B10,Prairie View A&M,N,"W, 77-49",101.8,70.5
11/13/2021,N,Merrimack,NEC,Rutgers,A,"L, 48-35",72.1,72.9
11/13/2021,N,Utah,P12,Sacramento St.,H,"W, 89-56",108.8,88.5
11/13/2021,N,Davidson,A10,San Francisco,N,"L, 65-60",93.8,87.8
11/13/2021,N,Delaware,CAA,Siena,A,"W, 83-63",120.6,100.9
11/13/2021,N,Wichita St.,Amer,South Alabama,H,"W, 64-58",92.1,88.3
11/13/2021,N,Lipscomb,ASun,South Carolina St.,N,"W, 93-81",119.8,125.3
11/13/2021,N,Georgia Southern,SB,South Florida,A,"W, 53-41",99.2,80.2
11/13/2021,N,Youngstown St.,Horz,Southeast Missouri S,A,"W, 97-79",119.3,106.3
11/13/2021,N,Tulane,Amer,Southern,H,"L, 73-70",93.5,109.5
11/13/2021,N,St. Thomas,Sum,St. Francis NY,A,"W, 91-73",119.8,112.2
11/13/2021,N,St. Francis NY,NEC,St. Thomas,H,"L, 91-73",90.7,122.3
11/13/2021,N,USC,P12,Temple,A,"W, 76-71",118.4,96.4
11/13/2021,N,Norfolk St.,MEAC,Tennessee St.,N,"W, 66-59",81,76.4
11/13/2021,N,Gonzaga,WCC,Texas,H,"W, 86-74",150.2,102
11/13/2021,N,Detroit,Horz,Toledo,A,"L, 81-73",108.1,108.9
11/13/2021,N,Monmouth,MAAC,Towson,A,"W, 79-71",115.1,83.6
11/13/2021,N,Butler,BE,Troy,H,"W, 70-59",101.8,99.2
11/13/2021,N,Southern,SWAC,Tulane,A,"W, 73-70",103.7,83.9
11/13/2021,N,Air Force,MWC,Tulsa,A,"W, 59-58",95.9,92.7
11/13/2021,N,Boise St.,MWC,UC Irvine,A,"L, 58-50",84.9,88.7
11/13/2021,N,George Washington,A10,UC San Diego,A,"L, 75-55",70.3,99.5
11/13/2021,N,Miami FL,ACC,UCF,H,"L, 95-89",119.4,128
11/13/2021,N,Dayton,A10,UMass Lowell,H,"L, 59-58",91.3,110.5
11/13/2021,N,California,P12,UNLV,A,"L, 55-52",89.6,82.8
11/13/2021,N,Temple,Amer,USC,H,"L, 76-71",101.8,104.9
11/13/2021,N,Sacramento St.,BSky,Utah,A,"L, 89-56",82.5,110.8
11/13/2021,N,New Mexico St.,WAC,UTEP,H,"W, 77-71",114.7,101.4
11/13/2021,N,Illinois Chicago,Horz,Valparaiso,A,"W, 74-70",95.6,93.4
11/13/2021,N,Wagner,NEC,VCU,A,"W, 58-44",105.5,77.8
11/13/2021,N,Maryland,B10,Vermont,H,"W, 68-57",104.3,88
11/13/2021,N,VCU,A10,Wagner,H,"L, 58-44",78.2,92.8
11/13/2021,N,South Alabama,SB,Wichita St.,A,"L, 64-58",94,89.8
11/13/2021,N,Mercer,SC,Winthrop,A,"L, 88-85",107.5,104.4
11/13/2021,N,Southeast Missouri S,OVC,Youngstown St.,H,"L, 97-79",101,126.3
11/14/2021,N,Wyoming,MWC,Arkansas Pine Bluff,H,"W, 85-45",97,76.4
11/14/2021,N,Sacred Heart,NEC,Binghamton,H,"L, 72-60",89.2,115.5
11/14/2021,N,Fairfield,MAAC,Boston College,A,"L, 72-64",98,105.2
11/14/2021,N,Central Connecticut,NEC,Brown,A,"L, 75-57",93.4,109.3
11/14/2021,N,Penn,Ivy,Bucknell,A,"W, 73-68",92.1,99.5
11/14/2021,N,St. Bonaventure,A10,Canisius,H,"W, 69-60",88.5,94.7
11/14/2021,N,Brown,Ivy,Central Connecticut,H,"W, 75-57",96,107.4
11/14/2021,N,UNC Asheville,BSth,Chattanooga,A,"L, 75-45",78.8,111.2
11/14/2021,N,Rider,MAAC,Delaware St.,H,"W, 63-53",75.3,82.5
11/14/2021,N,South Dakota,Sum,Drake,A,"L, 99-50",84.7,118
11/14/2021,N,Syracuse,ACC,Drexel,H,"W, 75-60",111.1,94.8
11/14/2021,N,Western Carolina,SC,East Carolina,A,"L, 95-79",104.3,129.1
11/14/2021,N,Tennessee,SEC,East Tennessee St.,H,"W, 94-62",115.2,81
11/14/2021,N,Boston College,ACC,Fairfield,H,"W, 72-64",106.1,97.3
11/14/2021,N,Florida St.,ACC,Florida,A,"L, 71-55",91,91.2
11/14/2021,N,Florida,SEC,Florida St.,H,"W, 71-55",101.9,84
11/14/2021,N,Morgan St.,MEAC,George Mason,A,"L, 90-53",80.9,113.7
11/14/2021,N,Seattle,WAC,Idaho St.,H,"W, 77-51",98.3,93
11/14/2021,N,Loyola MD,Pat,Lipscomb,N,"L, 70-65",78.3,101.6
11/14/2021,N,Lipscomb,ASun,Loyola MD,N,"W, 70-65",98.8,90.1
11/14/2021,N,Princeton,Ivy,Minnesota,N,"L, 87-80",93.2,95
11/14/2021,N,George Mason,A10,Morgan St.,H,"W, 90-53",113.2,86.6
11/14/2021,N,Prairie View A&M,SWAC,Oklahoma St.,A,"L, 72-59",88,94.9
11/14/2021,N,Bucknell,Pat,Penn,H,"L, 73-68",91.4,101.6
11/14/2021,N,Oklahoma St.,B12,Prairie View A&M,H,"W, 72-59",92.4,80.3
11/14/2021,N,Minnesota,B10,Princeton,N,"W, 87-80",95.2,84.2
11/14/2021,N,Delaware St.,MEAC,Rider,A,"L, 63-53",69.3,84
11/14/2021,N,Binghamton,AE,Sacred Heart,A,"W, 72-60",93.2,93.7
11/14/2021,N,Idaho St.,BSky,Seattle,A,"L, 77-51",91,109.9
11/14/2021,N,Yale,Ivy,Seton Hall,A,"L, 80-44",69.4,97.3
11/14/2021,N,Western Kentucky,CUSA,South Carolina,N,"L, 75-64",91.2,99.1
11/14/2021,N,Drake,MVC,South Dakota,H,"W, 99-50",119,81
11/14/2021,N,Stephen F. Austin,WAC,South Dakota St.,H,"L, 83-71",93.7,97.7
11/14/2021,N,Canisius,MAAC,St. Bonaventure,A,"L, 69-60",92,86.7
11/14/2021,N,South Dakota St.,Sum,Stephen F. Austin,A,"W, 83-71",113.4,95.1
11/14/2021,N,Drexel,CAA,Syracuse,A,"L, 75-60",97.2,97.1
11/14/2021,N,East Tennessee St.,SC,Tennessee,A,"L, 94-62",100.2,110.9
11/14/2021,N,Texas A&M Corpus Chr,Slnd,Texas A&M,A,"L, 86-65",118.7,115.1
11/14/2021,N,Texas A&M,SEC,Texas A&M Corpus Chr,H,"W, 86-65",122.2,114.9
11/14/2021,N,Vanderbilt,SEC,Texas St.,H,"W, 79-60",113.6,94
11/14/2021,N,Chattanooga,SC,UNC Asheville,H,"W, 75-45",113.5,75.6
11/14/2021,N,Texas St.,SB,Vanderbilt,A,"L, 79-60",104.6,108.3
11/14/2021,N,East Carolina,Amer,Western Carolina,H,"W, 95-79",119.8,108.1
11/14/2021,N,South Carolina,SEC,Western Kentucky,N,"W, 75-64",97.7,81.5
11/14/2021,N,Arkansas Pine Bluff,SWAC,Wyoming,A,"L, 85-45",76.6,107.7
11/14/2021,N,Seton Hall,BE,Yale,H,"W, 80-44",104.8,65.3
11/15/2021,N,Gonzaga,WCC,Alcorn St.,H,"W, 84-57",115.4,83.3
11/15/2021,N,North Florida,ASun,Arizona St.,A,"L, 72-63",109.4,103.9
11/15/2021,N,Nicholls St.,Slnd,Baylor,A,"L, 89-60",88.2,98.2
11/15/2021,N,Furman,SC,Belmont,A,"L, 95-89",116.8,107.1
11/15/2021,N,Utah,P12,Bethune Cookman,H,"W, 86-55",116.1,93.2
11/15/2021,N,Ohio St.,B10,Bowling Green,H,"W, 89-58",111.9,80.7
11/15/2021,N,Clemson,ACC,Bryant,H,"W, 93-70",127.8,105.6
11/15/2021,N,North Texas,CUSA,Buffalo,H,"L, 69-66",100.1,101.9
11/15/2021,N,Sacramento St.,BSky,Cal Poly,A,"W, 58-57",94.5,103.1
11/15/2021,N,San Diego,WCC,California,A,"L, 75-70",113.4,112.4
11/15/2021,N,Eastern Illinois,OVC,Central Michigan,H,"L, 62-61",84.7,94.2
11/15/2021,N,Bryant,NEC,Clemson,A,"L, 93-70",110.6,121.7
11/15/2021,N,Maine,AE,Colorado,A,"L, 90-46",82.7,114.6
11/15/2021,N,UNC Greensboro,SC,Coppin St.,H,"W, 55-48",77.5,77.8
11/15/2021,N,IUPUI,Horz,Denver,N,"L, 63-47",66.8,99.8
11/15/2021,N,Weber St.,BSky,Duquesne,A,"W, 63-59",82.3,87.9
11/15/2021,N,Central Michigan,MAC,Eastern Illinois,A,"W, 62-61",82.7,111.4
11/15/2021,N,St. Thomas,Sum,Fordham,A,"L, 84-78",121.7,131.2
